c1,c2,stim,nparses,ratingcmp,ratingC1,ratingC2,bgJonesMewhort,bgSUBTLEX,bgFacebook,label
heart,beat,heartbeat,1,83.783783,91.459457,80.918922,8.43,-0.368585006,-0.373494219,1
drum,beat,drumbeat,1,75.666664,82.102562,84.512817,10.7,-0.220929695,-0.261533469,1
dead,beat,deadbeat,1,51.708332,42.958332,38.166668,7.33,-0.364368351,-0.395126906,1
drum,beater,drumbeater,1,76.75,87.333336,84.208336,10.7,-0.220929695,-0.261533469,1
egg,beater,eggbeater,1,78.270271,81.648651,83.702705,5.36,-0.377779361,-0.401226698,1
egg,beaters,eggbeaters,1,81.208336,85.041664,84.541664,5.36,-0.377779361,-0.401226698,1
off,beats,offbeats,1,61.52,61.958332,71.041664,4.32,-0.377952406,-0.401414726,1
heart,beats,heartbeats,1,90.75,87.375,82.25,8.43,-0.368585006,-0.373494219,1
drum,beats,drumbeats,1,84.888885,89.192307,86.230766,10.7,-0.220929695,-0.261533469,1
sea,bed,seabed,1,55.487179,84.230766,43.820515,11.5,0.204263778,0.153605767,1
day,bed,daybed,1,78.366669,74.966667,86.366669,8.22,-0.240416714,-0.333869389,1
feather,bed,featherbed,1,79.413795,74,90,9.63,-0.346074991,-0.378024861,1
flat,bed,flatbed,1,66.964287,81.321426,65.035713,8.43,-0.368585006,-0.373494219,1
sick,bed,sickbed,1,64.540543,76.108109,84.513512,6.78,-0.376818783,-0.400374046,1
flower,bed,flowerbed,1,67.783783,91.567566,40.945946,9.63,-0.346074991,-0.378024861,1
death,bed,deathbed,1,74,82.615387,62.589745,8.2,-0.368110014,-0.390390487,1
child,bed,childbed,1,75.91304,84.391304,85.478264,7.33,-0.364368351,-0.395126906,1
stream,bed,streambed,1,55.766666,64.26667,50.666668,10.7,-0.220929695,-0.261533469,1
hot,bed,hotbed,1,56.540539,65,62.918919,8.43,-0.368585006,-0.373494219,1
seed,bed,seedbed,1,65.23333,79.099998,56.033333,7.33,-0.364368351,-0.395126906,1
feather,bedding,featherbedding,2,79.166664,83.066666,82,9.63,-0.346074991,-0.378024861,1
death,beds,deathbeds,1,81.800003,91.599998,69.400002,8.2,-0.368110014,-0.390390487,1
day,beds,daybeds,1,65.583336,70.95652,81.347824,8.22,-0.240416714,-0.333869389,1
road,beds,roadbeds,1,52.551723,73.586205,50.034481,7.33,-0.364368351,-0.395126906,1
flat,beds,flatbeds,1,58.360001,70.879997,47.759998,8.43,-0.368585006,-0.373494219,1
sick,beds,sickbeds,1,80.608696,86.217392,87.782608,6.78,-0.376818783,-0.400374046,1
river,beds,riverbeds,1,59.074074,83.888885,36.111111,9.63,-0.346074991,-0.378024861,1
flower,beds,flowerbeds,1,67.227272,92.954544,45.136364,9.63,-0.346074991,-0.378024861,1
sea,beds,seabeds,1,66.130432,91.695656,40.608696,11.5,0.204263778,0.153605767,1
hot,beds,hotbeds,1,56.291668,64.333336,68.958336,8.43,-0.368585006,-0.373494219,1
seed,beds,seedbeds,1,62.125,85,65.583336,7.33,-0.364368351,-0.395126906,1
honey,bee,honeybee,1,84.53846,73.230766,93.025642,8.22,-0.240416714,-0.333869389,1
bumble,bee,bumblebee,1,63.799999,42.033333,92.900002,10.2,-0.311252275,-0.34153833,1
honey,bees,honeybees,1,91.241379,90.714287,99.678574,8.22,-0.240416714,-0.333869389,1
bumble,bees,bumblebees,1,69.64286,48.035713,92.464287,10.2,-0.311252275,-0.34153833,1
black,beetle,blackbeetle,1,81.586205,84.379311,85,6.78,-0.376818783,-0.400374046,1
lady,beetle,ladybeetle,1,51.629631,24.148148,83.703705,8.22,-0.240416714,-0.333869389,1
well,being,wellbeing,1,83.903229,89.709679,79.096771,8.6,-0.36915888,-0.394313761,1
cow,bell,cowbell,1,66.675674,62.108109,91.432434,6.89,-0.373488544,-0.392107012,1
door,bell,doorbell,1,85.108109,79.648651,89.405403,9.63,-0.346074991,-0.378024861,1
hand,bell,handbell,1,88,77.39286,95.035713,7.33,-0.364368351,-0.395126906,1
pot,bellies,potbellies,1,52.25,31.625,80,8.43,-0.368585006,-0.373494219,1
dumb,bells,dumbbells,1,50.448277,7.7241378,33.551723,9,-0.337701718,-0.372805662,1
honey,bells,honeybells,1,52.464287,40.964287,60.57143,8.22,-0.240416714,-0.333869389,1
cow,bells,cowbells,1,84.599998,81.400002,89.760002,6.89,-0.373488544,-0.392107012,1
door,bells,doorbells,1,86.879997,76.199997,84.040001,9.63,-0.346074991,-0.378024861,1
blue,bells,bluebells,1,64.64286,78.214287,57.964287,10.2,-0.311252275,-0.34153833,1
red,belly,redbelly,1,55.666668,58.933334,64.599998,7.33,-0.364368351,-0.395126906,1
green,belt,greenbelt,1,63.590908,79.818184,85.318184,8.42,-0.370885802,-0.395060031,1
seat,belt,seatbelt,1,93.807693,93.115387,87.846153,8.43,-0.368585006,-0.373494219,1
green,belts,greenbelts,1,65.25,63,65.08696,8.42,-0.370885802,-0.395060031,1
back,bench,backbench,1,67.535713,68.60714,80.10714,6.78,-0.376818783,-0.400374046,1
work,bench,workbench,1,86.896553,84.103447,86.586205,6.78,-0.376818783,-0.400374046,1
cross,bench,crossbench,1,50.541668,51.333332,74.166664,8.59,-0.356676664,-0.378338393,1
work,benches,workbenches,1,85.480003,82.639999,88.639999,6.78,-0.376818783,-0.400374046,1
back,benches,backbenches,1,71.521736,77.695656,85.565216,6.78,-0.376818783,-0.400374046,1
back,bend,backbend,1,65.033333,71.099998,76.5,6.78,-0.376818783,-0.400374046,1
hell,bender,hellbender,1,61.620689,62.448277,59.482758,8.6,-0.36915888,-0.394313761,1
methyl,benzene,methylbenzene,1,78.275864,85.551727,85.896553,8.6,-0.36915888,-0.394313761,1
alkyl,benzene,alkylbenzene,1,64.137932,72.241379,79,8.6,-0.36915888,-0.394313761,1
ice,berg,iceberg,1,51.344826,94.965515,36.275864,10.2,-0.311252275,-0.34153833,1
ice,bergs,icebergs,1,58.52,91.32,53.119999,10.2,-0.311252275,-0.34153833,1
black,berries,blackberries,1,86.545456,76.86364,94,6.78,-0.376818783,-0.400374046,1
dew,berries,dewberries,1,62.666668,35.208332,84.458336,6.89,-0.373488544,-0.392107012,1
blue,berries,blueberries,1,91.862068,88.655174,94.862068,10.2,-0.311252275,-0.34153833,1
wine,berry,wineberry,1,71,50.740742,88.703705,10.2,-0.311252275,-0.34153833,1
sugar,berry,sugarberry,1,74.727272,54.727272,87.86364,9.63,-0.346074991,-0.378024861,1
bunch,berry,bunchberry,1,51.740742,47.5,85.730766,8.2,-0.368110014,-0.390390487,1
blood,berry,bloodberry,1,59.375,26.791666,86.416664,7.33,-0.364368351,-0.395126906,1
jam,berry,jamberry,1,62.125,53.434784,75.04348,10.7,-0.220929695,-0.261533469,1
china,berry,chinaberry,1,54.916668,31.375,73.083336,11.5,0.204263778,0.153605767,1
dangle,berry,dangleberry,1,51.208332,51.5,86.375,10.2,-0.311252275,-0.34153833,1
tea,berry,teaberry,1,55.346153,57.153847,76.53846,11.5,0.204263778,0.153605767,1
sun,berry,sunberry,1,51.333332,31,93.958336,8.42,-0.370885802,-0.395060031,1
salmon,berry,salmonberry,1,50.379311,36.482758,82.517242,8.42,-0.370885802,-0.395060031,1
sparkle,berry,sparkleberry,1,51.708332,31.666666,90.916664,10.2,-0.311252275,-0.34153833,1
ground,berry,groundberry,1,68.571426,63.607143,87.214287,7.33,-0.364368351,-0.395126906,1
winter,berry,winterberry,1,52.959999,31.84,85.559998,9.63,-0.346074991,-0.378024861,1
blue,berry,blueberry,1,86.410255,74.871796,92.666664,10.2,-0.311252275,-0.34153833,1
red,berry,redberry,1,86.227272,87.227272,93.818184,7.33,-0.364368351,-0.395126906,1
spice,berry,spiceberry,1,67.518517,49.962963,87.962959,10.2,-0.311252275,-0.34153833,1
poison,berry,poisonberry,1,81.260872,82.695656,92.04348,8.42,-0.370885802,-0.395060031,1
silver,berry,silverberry,1,54.200001,42.333332,87.708336,9.63,-0.346074991,-0.378024861,1
soap,berry,soapberry,1,51.75,18.916666,75.625,6.81,-0.376751684,-0.400548104,1
rouge,berry,rougeberry,1,61.782608,66.347824,85.95652,10.2,-0.311252275,-0.34153833,1
black,berry,blackberry,1,75.081078,81.864868,90.189186,6.78,-0.376818783,-0.400374046,1
wax,berry,waxberry,1,51.791668,53.869564,85.347824,3.78,-0.378434461,-0.40147221,1
motor,bike,motorbike,1,91.105263,86.052635,91.078949,9.63,-0.346074991,-0.378024861,1
motor,bikes,motorbikes,1,91.590912,89.36364,88.227272,9.63,-0.346074991,-0.378024861,1
open,bill,openbill,1,65.206894,72.827583,73.689651,8.42,-0.370885802,-0.395060031,1
duck,bill,duckbill,1,61.966667,69.26667,55.533333,6.78,-0.376818783,-0.400374046,1
play,bills,playbills,1,51.407406,56.26923,51.53846,8.22,-0.240416714,-0.333869389,1
litter,bin,litterbin,1,82.333336,88,88.033333,9.63,-0.346074991,-0.378024861,1
dust,bin,dustbin,1,79.763161,78.973686,90.078949,8.43,-0.368585006,-0.373494219,1
ash,bin,ashbin,1,78,80.23333,86.400002,8.2,-0.368110014,-0.390390487,1
coal,bin,coalbin,1,69.533333,86.866669,82.166664,8.6,-0.36915888,-0.394313761,1
waste,bin,wastebin,1,92.516129,91.870964,94.290321,10.2,-0.311252275,-0.34153833,1
book,binder,bookbinder,1,69.46154,79.974358,79.282051,6.78,-0.376818783,-0.400374046,1
spell,binder,spellbinder,1,53.458332,67.739128,46.347828,8.6,-0.36915888,-0.394313761,1
book,binderies,bookbinderies,1,60.125,82.854164,76.5625,6.78,-0.376818783,-0.400374046,1
book,binders,bookbinders,1,76.800003,81.879997,81.440002,6.78,-0.376818783,-0.400374046,1
book,bindery,bookbindery,1,68.451614,91.645164,86,6.78,-0.376818783,-0.400374046,1
book,binding,bookbinding,1,83.291664,87.765961,84.80851,6.78,-0.376818783,-0.400374046,1
dust,bins,dustbins,1,76.040001,77.040001,82.879997,8.43,-0.368585006,-0.373494219,1
cedar,bird,cedarbird,1,60.060608,49.484848,89.393936,9.63,-0.346074991,-0.378024861,1
sea,bird,seabird,1,89.26667,77,90.066666,11.5,0.204263778,0.153605767,1
yellow,bird,yellowbird,1,75.692307,71.230766,83.884613,6.89,-0.373488544,-0.392107012,1
blue,bird,bluebird,1,83.179489,88.564102,94.46154,10.2,-0.311252275,-0.34153833,1
love,bird,lovebird,1,59.838711,69.354836,60.354839,10.2,-0.311252275,-0.34153833,1
black,bird,blackbird,1,80.300003,88.974998,91.125,6.78,-0.376818783,-0.400374046,1
song,bird,songbird,1,72.589745,65.384613,88.717949,5.36,-0.377779361,-0.401226698,1
thunder,bird,thunderbird,1,57.541668,23.291666,75.333336,9.63,-0.346074991,-0.378024861,1
puff,bird,puffbird,1,59.866665,57.366665,85.400002,4.32,-0.377952406,-0.401414726,1
jay,bird,jaybird,1,55.964287,36.67857,90.928574,8.22,-0.240416714,-0.333869389,1
water,bird,waterbird,1,63.948719,59.384617,81.897438,9.63,-0.346074991,-0.378024861,1
reed,bird,reedbird,1,51.966667,46.066666,86.133331,7.33,-0.364368351,-0.395126906,1
bell,bird,bellbird,1,50,40.458332,84,8.6,-0.36915888,-0.394313761,1
stilt,bird,stiltbird,1,51.333332,38.083332,77.166664,8.43,-0.368585006,-0.373494219,1
snow,bird,snowbird,1,72.040001,46.119999,81.519997,6.89,-0.373488544,-0.392107012,1
yard,bird,yardbird,1,59.720001,56,71.080002,7.33,-0.364368351,-0.395126906,1
red,bird,redbird,1,73.480003,71.919998,76.639999,7.33,-0.364368351,-0.395126906,1
mocking,bird,mockingbird,1,59.820515,41.435898,89.641029,5.36,-0.377779361,-0.401226698,1
humming,bird,hummingbird,1,75.0625,61.53125,95.75,5.36,-0.377779361,-0.401226698,1
night,bird,nightbird,1,73.419357,73.096771,87.677422,8.43,-0.368585006,-0.373494219,1
shore,bird,shorebird,1,72.478264,84.478264,90.826088,10.2,-0.311252275,-0.34153833,1
lady,birds,ladybirds,1,52.366665,32.366665,65.966667,8.22,-0.240416714,-0.333869389,1
black,birds,blackbirds,1,92.19355,86.645164,94.516129,6.78,-0.376818783,-0.400374046,1
love,birds,lovebirds,1,54.959999,85.599998,36.639999,10.2,-0.311252275,-0.34153833,1
red,birds,redbirds,1,82.900002,88.26667,90.966667,7.33,-0.364368351,-0.395126906,1
snow,birds,snowbirds,1,77.433334,64.833336,75.400002,6.89,-0.373488544,-0.392107012,1
shore,birds,shorebirds,1,73,80.035713,88.85714,10.2,-0.311252275,-0.34153833,1
humming,birds,hummingbirds,1,67.285713,49.285713,93.5,5.36,-0.377779361,-0.401226698,1
song,birds,songbirds,1,82.818184,81.571426,91.14286,5.36,-0.377779361,-0.401226698,1
jay,birds,jaybirds,1,55.857143,35.75,85.89286,8.22,-0.240416714,-0.333869389,1
sea,birds,seabirds,1,86.428574,80.047623,92.428574,11.5,0.204263778,0.153605767,1
mocking,birds,mockingbirds,1,55.454544,55.476189,92.428574,5.36,-0.377779361,-0.401226698,1
water,birds,waterbirds,1,84.318184,71.772728,93.272728,9.63,-0.346074991,-0.378024861,1
blue,birds,bluebirds,1,84.678574,83.39286,89.35714,10.2,-0.311252275,-0.34153833,1
child,birth,childbirth,1,89.717949,80.025642,92.846153,7.33,-0.364368351,-0.395126906,1
still,birth,stillbirth,1,63.548386,53.483871,81.096771,8.6,-0.36915888,-0.394313761,1
after,birth,afterbirth,1,84.125,81.4375,89.53125,9.63,-0.346074991,-0.378024861,1
after,births,afterbirths,1,74.875,74.125,74.375,9.63,-0.346074991,-0.378024861,1
child,births,childbirths,1,85.21212,86.515152,92.939392,7.33,-0.364368351,-0.395126906,1
still,births,stillbirths,1,61.8125,61.59375,87.125,8.6,-0.36915888,-0.394313761,1
snake,bite,snakebite,1,82.051285,77.333336,90,10.2,-0.311252275,-0.34153833,1
frost,bite,frostbite,1,58.93182,84.61364,38.136364,8.43,-0.368585006,-0.373494219,1
snake,bites,snakebites,1,94.185188,87.222221,90.259262,10.2,-0.311252275,-0.34153833,1
frost,bites,frostbites,1,66.227272,85.63636,47.272728,8.43,-0.368585006,-0.373494219,1
shoe,black,shoeblack,1,50.142857,74.178574,60.035713,10.2,-0.311252275,-0.34153833,1
gall,bladder,gallbladder,1,54.034481,46.607143,62.892857,8.6,-0.36915888,-0.394313761,1
razor,blade,razorblade,1,88.545456,88.060608,91.696968,9.63,-0.346074991,-0.378024861,1
switch,blade,switchblade,1,62.299999,49.974998,90.974998,8.2,-0.368110014,-0.390390487,1
switch,blades,switchblades,1,54.454544,52.42857,85.476189,8.2,-0.368110014,-0.390390487,1
roller,blading,rollerblading,1,70.53846,83.346153,58.692307,9.63,-0.346074991,-0.378024861,1
sand,blast,sandblast,1,73.225807,79.258064,78.967743,7.33,-0.364368351,-0.395126906,1
plasma,blast,plasmablast,1,58.73077,77.115387,70.230766,11.5,0.204263778,0.153605767,1
sand,blaster,sandblaster,1,69.25,79.178574,73.821426,7.33,-0.364368351,-0.395126906,1
sand,blasters,sandblasters,1,71.518517,68.111115,70.851852,7.33,-0.364368351,-0.395126906,1
sand,blasts,sandblasts,1,68.129036,82,73.80645,7.33,-0.364368351,-0.395126906,1
trail,blazer,trailblazer,1,57.285713,70.64286,49.17857,8.6,-0.36915888,-0.394313761,1
trail,blazers,trailblazers,1,52,66.160004,42.040001,8.6,-0.36915888,-0.394313761,1
nose,bleed,nosebleed,1,90.724998,89.449997,88.099998,10.2,-0.311252275,-0.34153833,1
nose,bleeds,nosebleeds,1,94.518517,83.814812,92.185188,10.2,-0.311252275,-0.34153833,1
sun,blind,sunblind,1,77.827583,82.896553,83.206894,8.42,-0.370885802,-0.395060031,1
snow,blindness,snowblindness,2,86.75,85.678574,88.60714,6.89,-0.373488544,-0.392107012,1
road,block,roadblock,1,84.681816,88.86364,89.818184,7.33,-0.364368351,-0.395126906,1
sun,block,sunblock,1,87.925926,84.57692,88.57692,8.42,-0.370885802,-0.395060031,1
sun,blocks,sunblocks,1,80.241379,87.310349,84.103447,8.42,-0.370885802,-0.395060031,1
road,blocks,roadblocks,1,85.708336,82.166664,82.375,7.33,-0.364368351,-0.395126906,1
pure,blood,pureblood,1,71.692307,74.512817,77.205132,10.2,-0.311252275,-0.34153833,1
life,blood,lifeblood,1,53.46154,61.410255,66.794868,10.2,-0.311252275,-0.34153833,1
ink,blot,inkblot,1,74.434784,86.652176,82.521736,6.78,-0.376818783,-0.400374046,1
ink,blots,inkblots,1,84.208336,95.625,90.958336,6.78,-0.376818783,-0.400374046,1
death,blow,deathblow,1,68.709679,89.516129,55.290321,8.2,-0.368110014,-0.390390487,1
glass,blower,glassblower,1,57.974998,84.074997,69.5,8.59,-0.356676664,-0.378338393,1
whistle,blower,whistleblower,1,71.76667,60.966667,59.766666,10.2,-0.311252275,-0.34153833,1
glass,blowers,glassblowers,1,64.629631,78.40741,64.814812,8.59,-0.356676664,-0.378338393,1
death,blows,deathblows,1,52.545456,67.409088,53.227272,8.2,-0.368110014,-0.390390487,1
lap,board,lapboard,1,72.032257,62.548386,74.967743,6.81,-0.376751684,-0.400548104,1
paste,board,pasteboard,1,64.482758,66.344826,72.862068,10.2,-0.311252275,-0.34153833,1
centre,board,centreboard,1,71.772728,82.681816,80.772728,10.2,-0.311252275,-0.34153833,1
floor,board,floorboard,1,78.743591,82.794868,81.871796,9.63,-0.346074991,-0.378024861,1
game,board,gameboard,1,88.916664,92.130432,88.08696,10.2,-0.311252275,-0.34153833,1
ply,board,plyboard,1,65.833336,64.666664,85.333336,8.22,-0.240416714,-0.333869389,1
plug,board,plugboard,1,53.240002,66.879997,75.440002,5.36,-0.377779361,-0.401226698,1
shuffle,board,shuffleboard,1,64.413795,46.241379,81.206894,10.2,-0.311252275,-0.34153833,1
patch,board,patchboard,1,56.739132,57.304348,80.739128,8.2,-0.368110014,-0.390390487,1
paper,board,paperboard,1,79.285713,74.14286,83.714287,9.63,-0.346074991,-0.378024861,1
score,board,scoreboard,1,89.184212,92.815788,89.842102,10.2,-0.311252275,-0.34153833,1
spring,board,springboard,1,71.333336,64.92308,80.743591,5.36,-0.377779361,-0.401226698,1
clap,board,clapboard,1,52.133335,44.400002,72.066666,6.81,-0.376751684,-0.400548104,1
flash,board,flashboard,1,67.444443,52.074074,83.851852,8.2,-0.368110014,-0.390390487,1
side,board,sideboard,1,64.025002,74.525002,77.375,10.2,-0.311252275,-0.34153833,1
mop,board,mopboard,1,59.030304,59.81818,68.939392,6.81,-0.376751684,-0.400548104,1
cheese,board,cheeseboard,1,63,70.360001,71.480003,10.2,-0.311252275,-0.34153833,1
mold,board,moldboard,1,52.533333,58.400002,70.26667,7.33,-0.364368351,-0.395126906,1
plaster,board,plasterboard,1,84.26667,81.699997,79.833336,9.63,-0.346074991,-0.378024861,1
weather,board,weatherboard,1,53.200001,81.440002,65.559998,9.63,-0.346074991,-0.378024861,1
sound,board,soundboard,1,76.78788,80.757576,79.666664,7.33,-0.364368351,-0.395126906,1
punch,board,punchboard,1,55.18182,60.696968,81.333336,8.2,-0.368110014,-0.390390487,1
chalk,board,chalkboard,1,91.884613,91.846153,95.96154,6.78,-0.376818783,-0.400374046,1
tail,board,tailboard,1,56.080002,48.240002,74.040001,8.6,-0.36915888,-0.394313761,1
match,board,matchboard,1,63.46154,61.423077,64.03846,8.2,-0.368110014,-0.390390487,1
black,board,blackboard,1,78.729729,80,90.486488,6.78,-0.376818783,-0.400374046,1
fall,board,fallboard,1,57,49.633335,62.099998,8.6,-0.36915888,-0.394313761,1
head,board,headboard,1,61.23077,51.589745,78.512817,7.33,-0.364368351,-0.395126906,1
poster,board,posterboard,1,77,82.919998,65.160004,9.63,-0.346074991,-0.378024861,1
dart,board,dartboard,1,76.948715,74.384613,86.820511,8.43,-0.368585006,-0.373494219,1
wake,board,wakeboard,1,58.18182,38.409092,88.86364,10.2,-0.311252275,-0.34153833,1
cork,board,corkboard,1,78.75,84.583336,90.145836,6.78,-0.376818783,-0.400374046,1
key,board,keyboard,1,63.085712,49.264706,66.352943,8.22,-0.240416714,-0.333869389,1
drain,board,drainboard,1,70.666664,62.875,73.666664,8.42,-0.370885802,-0.395060031,1
shovel,board,shovelboard,1,62.413792,65.379311,67.827583,8.6,-0.36915888,-0.394313761,1
switch,board,switchboard,1,74.199997,75.533333,74.033333,8.2,-0.368110014,-0.390390487,1
snow,board,snowboard,1,77.629631,80.222221,85.851852,6.89,-0.373488544,-0.392107012,1
splash,board,splashboard,1,68,64.599998,75.720001,8.2,-0.368110014,-0.390390487,1
skate,board,skateboard,1,70.795456,53.772728,86.38636,10.2,-0.311252275,-0.34153833,1
chip,board,chipboard,1,54.444443,49.370369,76.296295,6.81,-0.376751684,-0.400548104,1
hard,board,hardboard,1,74.5,69.1875,72.5625,7.33,-0.364368351,-0.395126906,1
sign,board,signboard,1,80.625,78.739128,76.652176,8.42,-0.370885802,-0.395060031,1
checker,board,checkerboard,1,68.051285,67.717949,87.974358,9.63,-0.346074991,-0.378024861,1
card,board,cardboard,1,57.340908,46.522728,66.909088,7.33,-0.364368351,-0.395126906,1
back,board,backboard,1,76.315788,77.421051,84.210526,6.78,-0.376818783,-0.400374046,1
bread,board,breadboard,1,62.028572,55.735294,69.735291,7.33,-0.364368351,-0.395126906,1
wall,board,wallboard,1,78.413795,84.10714,84.178574,8.6,-0.36915888,-0.394313761,1
surf,board,surfboard,1,80.925003,75.900002,87.650002,4.32,-0.377952406,-0.401414726,1
clip,board,clipboard,1,76,71.333336,83.07692,6.81,-0.376751684,-0.400548104,1
foot,board,footboard,1,53.743591,60.487179,71.384613,8.43,-0.368585006,-0.373494219,1
peg,board,pegboard,1,67.645164,74.032257,83.161293,5.36,-0.377779361,-0.401226698,1
fibre,board,fibreboard,1,59.954544,65.090912,81.545456,10.2,-0.311252275,-0.34153833,1
base,board,baseboard,1,59.349998,73.425003,84.599998,10.2,-0.311252275,-0.34153833,1
fiber,board,fiberboard,1,68.958336,62.291668,78.166664,9.63,-0.346074991,-0.378024861,1
teeter,board,teeterboard,1,56.958332,68.375,79.375,9.63,-0.346074991,-0.378024861,1
work,board,workboard,1,76.199997,77.73333,70.866669,6.78,-0.376818783,-0.400374046,1
center,board,centerboard,1,70.919998,80.375,75.958336,9.63,-0.346074991,-0.378024861,1
wash,board,washboard,1,69.282051,75.743591,83.230766,8.2,-0.368110014,-0.390390487,1
chess,board,chessboard,1,87.5,87.131577,89.052635,8.59,-0.356676664,-0.378338393,1
mortar,board,mortarboard,1,56.433334,54.366665,71.133331,9.63,-0.346074991,-0.378024861,1
